You entered a buffer length of 20
-0.694008, -0.356467, 1.119198, -0.758782, -0.186169, 0.964479, -0.656639, -0.106208, 1.131405, -0.831029, -0.356467, 0.783515 
-0.662867, -0.386986, 1.119198, -0.759093, -0.199902, 0.981263, -0.662867, -0.106208, 1.131405, -0.831029, -0.386986, 0.795722 
-0.644183, -0.417506, 1.137508, -0.757536, -0.214857, 0.998352, -0.644183, -0.106208, 1.137508, -0.831029, -0.417506, 0.801825 
-0.625498, -0.435818, 1.113095, -0.754111, -0.230727, 1.013916, -0.625498, -0.106208, 1.137508, -0.831029, -0.435818, 0.826238 
-0.631726, -0.441922, 1.137508, -0.750685, -0.247513, 1.029479, -0.625498, -0.130623, 1.137508, -0.831029, -0.441922, 0.844548 
-0.619270, -0.448025, 1.106991, -0.743834, -0.263383, 1.042601, -0.619270, -0.130623, 1.137508, -0.831029, -0.448025, 0.856755 
-0.619270, -0.441922, 1.100888, -0.735737, -0.278948, 1.054808, -0.619270, -0.148935, 1.137508, -0.831029, -0.448025, 0.868962 
-0.619270, -0.435818, 1.088681, -0.727329, -0.293292, 1.065794, -0.619270, -0.148935, 1.137508, -0.831029, -0.448025, 0.868962 
-0.637955, -0.435818, 1.088681, -0.718610, -0.306720, 1.076780, -0.619270, -0.148935, 1.137508, -0.831029, -0.448025, 0.917788 
-0.650411, -0.417506, 1.070371, -0.711447, -0.320149, 1.084409, -0.619270, -0.161143, 1.137508, -0.831029, -0.448025, 0.954408 
-0.650411, -0.417506, 1.058165, -0.702728, -0.332967, 1.089597, -0.619270, -0.167247, 1.137508, -0.831029, -0.448025, 0.991028 
-0.675324, -0.411402, 1.027648, -0.694943, -0.345175, 1.091428, -0.619270, -0.185558, 1.137508, -0.812344, -0.448025, 1.027648 
-0.644183, -0.399194, 1.052061, -0.686535, -0.355857, 1.092649, -0.619270, -0.191662, 1.137508, -0.806116, -0.448025, 1.027648 
-0.631726, -0.405298, 1.045958, -0.677815, -0.366538, 1.093259, -0.619270, -0.203870, 1.137508, -0.787431, -0.448025, 1.027648 
-0.594357, -0.399194, 1.058165, -0.668161, -0.376305, 1.092343, -0.594357, -0.203870, 1.137508, -0.781203, -0.448025, 1.027648 
-0.563216, -0.393090, 1.058165, -0.657262, -0.385766, 1.090818, -0.563216, -0.209974, 1.137508, -0.768747, -0.448025, 1.027648 
-0.482250, -0.380883, 1.082578, -0.644806, -0.394311, 1.090207, -0.482250, -0.246597, 1.137508, -0.768747, -0.448025, 1.027648 
-0.444880, -0.368675, 1.100888, -0.628612, -0.400415, 1.090818, -0.444880, -0.289324, 1.137508, -0.756290, -0.448025, 1.027648 
-0.401283, -0.344259, 1.088681, -0.610862, -0.403162, 1.088681, -0.401283, -0.325948, 1.137508, -0.725149, -0.448025, 1.027648 
-0.345229, -0.307636, 1.027648, -0.591866, -0.402246, 1.084104, -0.345229, -0.307636, 1.137508, -0.694008, -0.448025, 1.027648 
-0.339001, -0.240493, 1.003235, -0.574116, -0.396448, 1.078306, -0.339001, -0.240493, 1.137508, -0.675324, -0.448025, 1.003235 
-0.276719, -0.155039, 0.929995, -0.554808, -0.384850, 1.068846, -0.276719, -0.155039, 1.137508, -0.675324, -0.448025, 0.929995 
-0.195752, -0.069584, 0.893375, -0.532387, -0.367454, 1.056639, -0.195752, -0.069584, 1.137508, -0.675324, -0.448025, 0.893375 
-0.089873, -0.020753, 0.832342, -0.505605, -0.346701, 1.042601, -0.089873, -0.020753, 1.137508, -0.675324, -0.448025, 0.832342 
-0.233122, 0.015870, 0.759102, -0.485675, -0.323811, 1.023681, -0.089873, 0.015870, 1.106991, -0.675324, -0.448025, 0.759102 
