You entered a buffer length of 20
-0.008906, -0.014649, 0.942202, -0.011709, -0.009461, 0.968141, -0.002678, -0.002442, 0.984925, -0.021363, -0.020753, 0.942202 
-0.002678, 0.003662, 0.954408, -0.011398, -0.008851, 0.967835, -0.002678, 0.003662, 0.984925, -0.021363, -0.020753, 0.942202 
-0.015134, -0.014649, 0.972718, -0.011398, -0.009156, 0.968141, -0.002678, 0.003662, 0.984925, -0.021363, -0.020753, 0.942202 
-0.002678, -0.014649, 0.966615, -0.011086, -0.009461, 0.968446, -0.002678, 0.003662, 0.984925, -0.021363, -0.020753, 0.942202 
-0.021363, -0.008545, 0.972718, -0.011398, -0.009156, 0.968141, -0.002678, 0.003662, 0.984925, -0.021363, -0.020753, 0.942202 
-0.002678, -0.002442, 0.966615, -0.010463, -0.008851, 0.967225, -0.002678, 0.003662, 0.978821, -0.021363, -0.020753, 0.942202 
-0.021363, -0.002442, 0.960511, -0.011398, -0.008240, 0.966920, -0.002678, 0.003662, 0.978821, -0.021363, -0.020753, 0.942202 
-0.008906, -0.008545, 0.972718, -0.011086, -0.007935, 0.966920, -0.002678, 0.003662, 0.978821, -0.021363, -0.020753, 0.942202 
-0.002678, -0.008545, 0.978821, -0.010775, -0.008240, 0.966920, -0.002678, 0.003662, 0.978821, -0.021363, -0.020753, 0.942202 
-0.015134, -0.008545, 0.960511, -0.011086, -0.007935, 0.966615, -0.002678, 0.003662, 0.978821, -0.021363, -0.020753, 0.942202 
-0.015134, -0.008545, 0.954408, -0.011709, -0.008240, 0.965394, -0.002678, 0.003662, 0.978821, -0.021363, -0.020753, 0.942202 
-0.015134, -0.008545, 0.960511, -0.012020, -0.008545, 0.965089, -0.002678, 0.003662, 0.978821, -0.021363, -0.020753, 0.942202 
-0.008906, -0.008545, 0.966615, -0.011398, -0.008851, 0.965089, -0.002678, 0.003662, 0.978821, -0.021363, -0.020753, 0.942202 
-0.002678, -0.014649, 0.972718, -0.011086, -0.008851, 0.965394, -0.002678, 0.003662, 0.978821, -0.021363, -0.020753, 0.942202 
-0.002678, -0.002442, 0.966615, -0.010463, -0.007935, 0.965394, -0.002678, 0.003662, 0.978821, -0.021363, -0.014649, 0.942202 
