715446,-0.01384073,0.97817218,0.15777159
715448,-0.01384073,0.98448074,0.14513218
715450,-0.02008933,0.97817218,0.16409135
715453,-0.01384073,0.97817218,0.15145195
715455,-0.00759208,0.97186363,0.15777159
715457,-0.02633798,0.99078929,0.16409135
715459,-0.01384073,0.98448074,0.15777159
715462,-0.02633798,0.98448074,0.15777159
715464,-0.02008933,0.98448074,0.15777159
715466,-0.02633798,0.98448074,0.14513218
715469,-0.03258663,0.98448074,0.15777159
715471,-0.02008933,0.99078929,0.14513218
715473,-0.02008933,0.98448074,0.14513218
715475,-0.02633798,0.98448074,0.14513218
715479,-0.03258663,0.97817218,0.13881254
715481,-0.02633798,0.97817218,0.14513218
715483,-0.02008933,0.97186363,0.13249278
715486,-0.03883523,0.97817218,0.15777159
715488,-0.00759208,0.99709785,0.15777159
715490,-0.02633798,0.97186363,0.13881254
715492,-0.03883523,0.97817218,0.14513218
715495,-0.02633798,0.97817218,0.15145195
715497,-0.02008933,0.97817218,0.14513218
715499,-0.02008933,0.97186363,0.13881254
715502,-0.02633798,0.96555507,0.15145195
715504,-0.05133253,0.99078929,0.16409135
715506,-0.02633798,0.98448074,0.15145195
715509,-0.02633798,0.98448074,0.14513218
715511,-0.02633798,0.97817218,0.14513218
715513,-0.00759208,0.97817218,0.16409135
715515,-0.01384073,0.98448074,0.14513218
715518,-0.00759208,0.96555507,0.14513218
715521,-0.03258663,0.94032097,0.12617302
715523,-0.00759208,0.95924652,0.15145195
715526,-0.00759208,0.97186363,0.15777159
715528,0.00490522,0.96555507,0.15777159
715530,-0.00134343,0.96555507,0.14513218
715533,0.00490522,0.97186363,0.15145195
715535,0.00490522,0.95924652,0.15145195
715537,-0.00759208,0.92770386,0.13249278
715539,-0.00134343,0.96555507,0.15777159
715542,0.00490522,0.97817218,0.14513218
715544,0.00490522,0.97817218,0.15145195
715546,0.00490522,0.96555507,0.15777159
715549,-0.00134343,0.97186363,0.17041111
715551,-0.01384073,0.96555507,0.16409135
715553,-0.00134343,0.95293796,0.14513218
715555,-0.00759208,0.97817218,0.17041111
715558,-0.00134343,0.97186363,0.16409135
715560,-0.00134343,0.97817218,0.17041111
715563,-0.01384073,0.98448074,0.17673075
715566,-0.00759208,0.97186363,0.16409135
715568,-0.00759208,0.96555507,0.15145195
715570,-0.01384073,0.97817218,0.16409135
715573,-0.02633798,0.97186363,0.15777159
715575,-0.02633798,0.97186363,0.15145195
715577,-0.03258663,0.97186363,0.15777159
715579,-0.03258663,0.97186363,0.15777159
715582,-0.02633798,0.97186363,0.16409135
715584,-0.04508388,0.97186363,0.15777159
715586,-0.03883523,0.97186363,0.15145195
715589,-0.03258663,0.97186363,0.14513218
715591,-0.03258663,0.97817218,0.15777159
715593,-0.02633798,0.97817218,0.14513218
715595,-0.01384073,0.97817218,0.15145195
