576803,0.00490522,0.01927257,0.96669519
576805,0.00490522,0.02558112,0.97301483
576807,0.01740241,0.01927257,0.96669519
576811,0.00490522,0.01296401,0.97301483
576813,0.01740241,0.01296401,0.97933459
576815,0.01115382,0.01927257,0.97301483
576818,0.01115382,0.0003469,0.97301483
576820,0.00490522,0.01927257,0.97301483
576822,-0.00134343,0.01927257,0.96669519
576825,0.01115382,0.01927257,0.97301483
576827,0.00490522,0.01927257,0.96669519
576829,0.01115382,0.02558112,0.97933459
576831,0.02365112,0.02558112,0.97301483
576834,0.00490522,0.02558112,0.97301483
576836,0.01115382,0.01927257,0.97301483
576838,0.01740241,0.01927257,0.96037543
576841,0.00490522,0.02558112,0.97301483
576843,0.01115382,0.01296401,0.96669519
576845,0.01115382,0.01927257,0.97933459
576848,0.00490522,0.02558112,0.97301483
576850,0.01740241,0.01296401,0.97301483
576852,0.01115382,0.01927257,0.96037543
576855,0.00490522,0.01296401,0.97933459
576858,0.01115382,0.01927257,0.97933459
576860,0.01115382,0.03188968,0.97301483
576862,0.01115382,0.01927257,0.96669519
576865,0.01115382,0.01296401,0.97301483
576867,0.00490522,0.02558112,0.96669519
576869,0.01740241,0.01927257,0.97933459
576872,-0.00134343,0.01927257,0.96037543
576874,0.01115382,0.01927257,0.97301483
576876,0.01115382,0.00665545,0.95405567
576878,0.01740241,0.02558112,0.96669519
576881,0.01740241,0.01296401,0.97301483
576883,0.01740241,0.01927257,0.97933459
576885,0.01115382,0.01927257,0.97301483
576888,0.01740241,0.00665545,0.96669519
576890,0.00490522,0.01927257,0.96037543
576892,-0.00759208,0.01927257,0.96669519
576894,0.01115382,0.00665545,0.96037543
576898,0.01740241,0.01927257,0.97933459
576900,0.00490522,0.01296401,0.96669519
576902,0.00490522,0.01296401,0.97301483
576905,0.03614831,0.03188968,0.98565423
576907,0.01115382,0.01296401,0.96037543
576909,-0.00134343,0.01296401,0.96037543
576912,0.00490522,0.00665545,0.97301483
576914,0.01740241,0.01927257,0.96037543
576916,0.00490522,0.01296401,0.96669519
576919,0.01115382,0.01296401,0.96669519
576921,0.02365112,0.03188968,0.991974
576923,0.00490522,0.01296401,0.97301483
576925,0.01740241,0.02558112,0.97933459
576928,0.01115382,0.01927257,0.96037543
576930,0.00490522,0.02558112,0.96669519
576932,0.01115382,0.02558112,0.96669519
576935,-0.00759208,0.01927257,0.97933459
576937,-0.02008933,0.01296401,0.97301483
576940,0.01115382,0.01927257,0.96669519
576943,0.00490522,0.01927257,0.96669519
576945,0.01740241,0.02558112,0.96669519
576947,0.00490522,0.00665545,0.97301483
576949,0.01740241,0.01927257,0.96669519
576952,0.00490522,0.0003469,0.96669519
576954,-0.02633798,-0.00596166,0.94773602
576956,-0.00759208,0.01927257,0.97301483
576959,0.00490522,0.01296401,0.97301483
576961,0.01740241,0.01296401,0.97301483
576963,0.01115382,0.01296401,0.96037543
576965,0.01115382,0.01927257,0.97301483
576968,-0.00134343,0.01296401,0.96037543
576970,-0.01384073,-0.00596166,0.94141626
576972,0.01115382,0.01927257,0.97301483
576975,0.00490522,0.01927257,0.97301483
576977,0.01115382,0.02558112,0.96037543
576979,0.01740241,0.01927257,0.97301483
576983,-0.00134343,0.01296401,0.96669519
576985,-0.00134343,0.01927257,0.96669519
576987,0.00490522,0.00665545,0.94141626
576989,0.00490522,0.01927257,0.96669519
576992,-0.00134343,0.01296401,0.96669519
576994,0.01740241,0.01296401,0.96669519
576996,0.01740241,0.01927257,0.97301483
576999,0.01115382,0.01296401,0.96037543
577001,0.01740241,0.01927257,0.96037543
577003,0.01115382,0.02558112,0.95405567
577006,0.01740241,0.00665545,0.97933459
577008,0.01115382,0.01927257,0.97933459
577010,0.00490522,0.01927257,0.96669519
577013,0.01115382,0.01927257,0.97933459
577015,0.01740241,0.01296401,0.97933459
577017,-0.00134343,0.01927257,0.97301483
577019,0.01740241,0.01296401,0.96037543
577022,0.00490522,0.01927257,0.97301483
577025,0.01115382,0.01927257,0.96669519
577027,0.02365112,0.00665545,0.96669519
577030,0.00490522,0.02558112,0.96669519
577032,0.01740241,0.01296401,0.96037543
577034,0.01115382,0.02558112,0.96669519
577037,0.01740241,0.01927257,0.96669519
577039,0.00490522,0.02558112,0.96669519
577041,0.00490522,0.01927257,0.97301483
577043,0.00490522,0.01296401,0.96669519
577046,0.01115382,0.02558112,0.96669519
577048,-0.00134343,0.02558112,0.95405567
577050,0.01115382,0.01927257,0.96037543
577053,0.01115382,0.01927257,0.95405567
577055,0.01740241,0.01927257,0.96037543
577057,0.00490522,0.01296401,0.97301483
577059,0.00490522,0.01927257,0.96037543
577062,0.00490522,0.00665545,0.97301483
577064,0.01740241,0.01927257,0.96669519
577067,0.01115382,0.01296401,0.97301483
577070,0.01740241,0.02558112,0.96037543
577072,0.00490522,0.02558112,0.97933459
577074,0.00490522,0.00665545,0.97301483
577077,-0.00134343,0.01927257,0.97301483
577079,0.01115382,0.00665545,0.96669519
577081,0.01115382,0.01927257,0.97933459
577083,0.01115382,0.01927257,0.97301483
577086,0.01115382,0.02558112,0.97933459
577088,-0.00134343,0.01927257,0.96037543
577090,0.00490522,0.01296401,0.97301483
577093,-0.00134343,0.01927257,0.97933459
577095,0.01740241,0.01296401,0.96669519
577097,0.01115382,0.01296401,0.96669519
577100,0.01115382,0.01296401,0.96037543
577102,0.00490522,0.00665545,0.97301483
577104,0.00490522,0.02558112,0.96037543
577106,-0.00134343,0.01927257,0.96669519
577110,0.00490522,0.01296401,0.97301483
577112,-0.00134343,0.01296401,0.96037543
577114,0.00490522,0.02558112,0.96037543
577117,0.01115382,0.02558112,0.96669519
577119,0.00490522,0.02558112,0.96669519
577121,0.02989972,0.04450679,0.97301483
577124,0.00490522,0.03188968,0.97301483
577126,0.01115382,0.01927257,0.97933459
577128,0.02365112,0.01927257,0.96669519
577130,0.01115382,0.01296401,0.96669519
577133,0.00490522,0.01296401,0.96037543
577135,0.00490522,0.01927257,0.96669519
577137,0.00490522,0.03819823,0.99829376
577140,0.00490522,0.01927257,0.96037543
577142,0.00490522,0.01927257,0.97301483
577144,0.00490522,0.0003469,0.96669519
577147,0.00490522,0.02558112,0.97301483
577149,0.00490522,0.01296401,0.96669519
577152,0.00490522,0.01927257,0.97301483
577154,0.00490522,0.01296401,0.98565423
577157,-0.00134343,0.01927257,0.96669519
577159,0.02365112,0.01927257,0.96669519
577161,0.01115382,0.01927257,0.97301483
577164,0.01115382,0.01296401,0.96669519
577166,0.01115382,0.02558112,0.97301483
577168,0.01115382,0.01296401,0.96669519
577171,-0.01384073,0.0003469,0.95405567
577173,0.01115382,0.01296401,0.96037543
577175,0.01740241,0.01927257,0.97933459
577178,-0.01384073,0.01927257,0.96037543
577180,0.00490522,0.01296401,0.96037543
577182,0.01115382,0.01927257,0.96669519
577184,0.00490522,0.01296401,0.96037543
577187,-0.01384073,-0.00596166,0.95405567
577189,0.00490522,0.01927257,0.97301483
577191,-0.00134343,0.01927257,0.96669519
577195,0.01115382,0.00665545,0.97301483
577197,-0.00134343,0.01296401,0.96669519
577199,0.01740241,0.00665545,0.96037543
577202,0.01115382,0.01927257,0.96669519
577204,-0.00759208,0.00665545,0.94141626
577206,0.01740241,0.02558112,0.96669519
577208,0.01740241,0.01927257,0.96669519
577211,0.00490522,0.01296401,0.96669519
577213,0.00490522,0.01927257,0.97933459
577215,0.01115382,0.02558112,0.96669519
577218,0.00490522,0.01296401,0.96669519
577220,0.01115382,0.01927257,0.96037543
577222,0.01115382,0.02558112,0.96669519
577225,0.01115382,0.01927257,0.96669519
577227,0.00490522,0.01927257,0.96669519
577229,-0.00759208,0.01927257,0.96669519
577231,0.00490522,0.03188968,0.97933459
